"","Gene","Clinical.feature","Cancer","Sample.type","comparison","comp.x","comp.y","p.value","p.adj","log2FC","method"
"817","ACE2","bmi.group","CESC","Tumor","level3-level4",5.84769237243576,5.88317367353301,0.999709476846528,0.999990293039278,-0.0354813010972492,"Tukey HSD test with ANOVA fit"
"818","ACE2","bmi.group","CESC","Tumor","level2-level4",5.93223945322655,5.88317367353301,0.998943029369936,0.999990293039278,0.0490657796935361,"Tukey HSD test with ANOVA fit"
"819","ACE2","bmi.group","CESC","Tumor","level1-level4",5.97310929142724,5.88317367353301,0.992553850939659,0.999990293039278,0.0899356178942297,"Tukey HSD test with ANOVA fit"
"820","ACE2","bmi.group","CESC","Tumor","level2-level3",5.93223945322655,5.84769237243576,0.994439215895977,0.999990293039278,0.0845470807907853,"Tukey HSD test with ANOVA fit"
"821","ACE2","bmi.group","CESC","Tumor","level1-level3",5.97310929142724,5.84769237243576,0.9794052237867,0.999990293039278,0.125416918991479,"Tukey HSD test with ANOVA fit"
"822","ACE2","bmi.group","CESC","Tumor","level1-level2",5.97310929142724,5.93223945322655,0.998784634962935,0.999990293039278,0.0408698382006936,"Tukey HSD test with ANOVA fit"
"823","ACE2","bmi.group","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"824","ACE2","bmi.group","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"825","ACE2","bmi.group","COAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"826","ACE2","bmi.group","COAD","Tumor","level3-level4",8.84119155533049,8.39208604721123,0.858471194063345,0.999990293039278,0.449105508119265,"Tukey HSD test with ANOVA fit"
"827","ACE2","bmi.group","COAD","Tumor","level2-level4",8.85560970430495,8.39208604721123,0.779938281857917,0.999990293039278,0.463523657093722,"Tukey HSD test with ANOVA fit"
"828","ACE2","bmi.group","COAD","Tumor","level1-level4",8.61391280302245,8.39208604721123,0.969378671286996,0.999990293039278,0.221826755811225,"Tukey HSD test with ANOVA fit"
"829","ACE2","bmi.group","COAD","Tumor","level2-level3",8.85560970430495,8.84119155533049,0.999990293039278,0.999990293039278,0.0144181489744568,"Tukey HSD test with ANOVA fit"
"830","ACE2","bmi.group","COAD","Tumor","level1-level3",8.61391280302245,8.84119155533049,0.965436429986216,0.999990293039278,-0.22727875230804,"Tukey HSD test with ANOVA fit"
"831","ACE2","bmi.group","COAD","Tumor","level1-level2",8.61391280302245,8.85560970430495,0.92487428599172,0.999990293039278,-0.241696901282497,"Tukey HSD test with ANOVA fit"
"832","ACE2","bmi.group","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"833","ACE2","bmi.group","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"834","ACE2","bmi.group","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"835","ACE2","bmi.group","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"836","ACE2","bmi.group","GBM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"837","ACE2","bmi.group","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"838","ACE2","bmi.group","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"839","ACE2","bmi.group","HNSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"840","ACE2","bmi.group","KICH","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"841","ACE2","bmi.group","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"842","ACE2","bmi.group","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"843","ACE2","bmi.group","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"844","ACE2","bmi.group","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"845","ACE2","bmi.group","KIRP","Tumor","level3-level4",10.4850704346713,10.8367439143211,0.925361049858962,0.999990293039278,-0.351673479649806,"Tukey HSD test with ANOVA fit"
"846","ACE2","bmi.group","KIRP","Tumor","level2-level4",10.6344585329128,10.8367439143211,0.976713229398839,0.999990293039278,-0.202285381408318,"Tukey HSD test with ANOVA fit"
"847","ACE2","bmi.group","KIRP","Tumor","level1-level4",9.96181347053568,10.8367439143211,0.373761737405249,0.999990293039278,-0.87493044378545,"Tukey HSD test with ANOVA fit"
"848","ACE2","bmi.group","KIRP","Tumor","level2-level3",10.6344585329128,10.4850704346713,0.988664474798127,0.999990293039278,0.149388098241488,"Tukey HSD test with ANOVA fit"
"849","ACE2","bmi.group","KIRP","Tumor","level1-level3",9.96181347053568,10.4850704346713,0.744446932258256,0.999990293039278,-0.523256964135644,"Tukey HSD test with ANOVA fit"
"850","ACE2","bmi.group","KIRP","Tumor","level1-level2",9.96181347053568,10.6344585329128,0.417682353809411,0.999990293039278,-0.672645062377132,"Tukey HSD test with ANOVA fit"
"851","ACE2","bmi.group","LAML","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"852","ACE2","bmi.group","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"853","ACE2","bmi.group","LGG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"854","ACE2","bmi.group","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"855","ACE2","bmi.group","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"856","ACE2","bmi.group","LIHC","Tumor","level3-level4",5.57374784750651,5.86271367410921,0.974381136097244,0.999990293039278,-0.288965826602697,"Tukey HSD test with ANOVA fit"
"857","ACE2","bmi.group","LIHC","Tumor","level2-level4",5.23640430633783,5.86271367410921,0.705626278139076,0.999990293039278,-0.62630936777138,"Tukey HSD test with ANOVA fit"
"858","ACE2","bmi.group","LIHC","Tumor","level1-level4",4.87859716357799,5.86271367410921,0.272734187206572,0.999990293039278,-0.984116510531216,"Tukey HSD test with ANOVA fit"
"859","ACE2","bmi.group","LIHC","Tumor","level2-level3",5.23640430633783,5.57374784750651,0.926654541894641,0.999990293039278,-0.337343541168683,"Tukey HSD test with ANOVA fit"
"860","ACE2","bmi.group","LIHC","Tumor","level1-level3",4.87859716357799,5.57374784750651,0.516996337463955,0.999990293039278,-0.695150683928519,"Tukey HSD test with ANOVA fit"
"861","ACE2","bmi.group","LIHC","Tumor","level1-level2",4.87859716357799,5.23640430633783,0.756963910717622,0.999990293039278,-0.357807142759836,"Tukey HSD test with ANOVA fit"
"862","ACE2","bmi.group","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"863","ACE2","bmi.group","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"864","ACE2","bmi.group","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"865","ACE2","bmi.group","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"866","ACE2","bmi.group","MESO","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"867","ACE2","bmi.group","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"868","ACE2","bmi.group","OV","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"869","ACE2","bmi.group","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"870","ACE2","bmi.group","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"871","ACE2","bmi.group","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"872","ACE2","bmi.group","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"873","ACE2","bmi.group","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"874","ACE2","bmi.group","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"875","ACE2","bmi.group","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"876","ACE2","bmi.group","READ","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"877","ACE2","bmi.group","READ","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"878","ACE2","bmi.group","SARC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"879","ACE2","bmi.group","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"880","ACE2","bmi.group","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"881","ACE2","bmi.group","SKCMmets","Tumor","level3-level4",2.11052459337721,2.07740050515334,0.998186227609022,0.999990293039278,0.0331240882238748,"Tukey HSD test with ANOVA fit"
"882","ACE2","bmi.group","SKCMmets","Tumor","level2-level4",2.22405670885771,2.07740050515334,0.852755219295609,0.999990293039278,0.146656203704367,"Tukey HSD test with ANOVA fit"
"883","ACE2","bmi.group","SKCMmets","Tumor","level1-level4",2.1798982762844,2.07740050515334,0.946290208304964,0.999990293039278,0.102497771131056,"Tukey HSD test with ANOVA fit"
"884","ACE2","bmi.group","SKCMmets","Tumor","level2-level3",2.22405670885771,2.11052459337721,0.868380835475445,0.999990293039278,0.113532115480492,"Tukey HSD test with ANOVA fit"
"885","ACE2","bmi.group","SKCMmets","Tumor","level1-level3",2.1798982762844,2.11052459337721,0.968373643178087,0.999990293039278,0.0693736829071816,"Tukey HSD test with ANOVA fit"
"886","ACE2","bmi.group","SKCMmets","Tumor","level1-level2",2.1798982762844,2.22405670885771,0.988892450287746,0.999990293039278,-0.0441584325733109,"Tukey HSD test with ANOVA fit"
"887","ACE2","bmi.group","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"888","ACE2","bmi.group","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"889","ACE2","bmi.group","STAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"890","ACE2","bmi.group","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"891","ACE2","bmi.group","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"892","ACE2","bmi.group","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"893","ACE2","bmi.group","THCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"894","ACE2","bmi.group","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"895","ACE2","bmi.group","THYM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"896","ACE2","bmi.group","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"897","ACE2","bmi.group","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"898","ACE2","bmi.group","UCEC","Tumor","level3-level4",4.72375893024135,4.87899800813185,0.814065615959943,0.999990293039278,-0.155239077890506,"Tukey HSD test with ANOVA fit"
"899","ACE2","bmi.group","UCEC","Tumor","level2-level4",4.86936845207646,4.87899800813185,0.999942115402083,0.999990293039278,-0.0096295560553914,"Tukey HSD test with ANOVA fit"
"900","ACE2","bmi.group","UCEC","Tumor","level1-level4",4.78081355728477,4.87899800813185,0.951700670806843,0.999990293039278,-0.0981844508470848,"Tukey HSD test with ANOVA fit"
"901","ACE2","bmi.group","UCEC","Tumor","level2-level3",4.86936845207646,4.72375893024135,0.883655181761591,0.999990293039278,0.145609521835114,"Tukey HSD test with ANOVA fit"
"902","ACE2","bmi.group","UCEC","Tumor","level1-level3",4.78081355728477,4.72375893024135,0.992561946446357,0.999990293039278,0.0570546270434207,"Tukey HSD test with ANOVA fit"
"903","ACE2","bmi.group","UCEC","Tumor","level1-level2",4.78081355728477,4.86936845207646,0.97361216979446,0.999990293039278,-0.0885548947916934,"Tukey HSD test with ANOVA fit"
"904","ACE2","bmi.group","UCS","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"905","ACE2","bmi.group","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"906","ACE2","bmi.group","UVM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"907","ACE2","bmi.group","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"908","TMPRSS2","bmi.group","ACC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"909","TMPRSS2","bmi.group","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"910","TMPRSS2","bmi.group","BLCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"911","TMPRSS2","bmi.group","BLCA","Tumor","level3-level4",9.03201092514617,8.84187990110594,0.994273432543015,0.999990293039278,0.190131024040234,"Tukey HSD test with ANOVA fit"
"912","TMPRSS2","bmi.group","BLCA","Tumor","level2-level4",8.99004410098189,8.84187990110594,0.996148671353732,0.999990293039278,0.148164199875952,"Tukey HSD test with ANOVA fit"
"913","TMPRSS2","bmi.group","BLCA","Tumor","level1-level4",9.20170986617063,8.84187990110594,0.947117949396555,0.999990293039278,0.359829965064691,"Tukey HSD test with ANOVA fit"
"914","TMPRSS2","bmi.group","BLCA","Tumor","level2-level3",8.99004410098189,9.03201092514617,0.999833815655688,0.999990293039278,-0.0419668241642821,"Tukey HSD test with ANOVA fit"
"915","TMPRSS2","bmi.group","BLCA","Tumor","level1-level3",9.20170986617063,9.03201092514617,0.988543047211274,0.999990293039278,0.169698941024457,"Tukey HSD test with ANOVA fit"
"916","TMPRSS2","bmi.group","BLCA","Tumor","level1-level2",9.20170986617063,8.99004410098189,0.953449244144535,0.999990293039278,0.211665765188739,"Tukey HSD test with ANOVA fit"
"917","TMPRSS2","bmi.group","BRCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"918","TMPRSS2","bmi.group","BRCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"919","TMPRSS2","bmi.group","CESC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"920","TMPRSS2","bmi.group","CESC","Tumor","level3-level4",7.45411648399429,7.86329622427483,0.865654852586054,0.999990293039278,-0.409179740280539,"Tukey HSD test with ANOVA fit"
"921","TMPRSS2","bmi.group","CESC","Tumor","level2-level4",8.5094103322655,7.86329622427483,0.52355445760663,0.999990293039278,0.646114107990668,"Tukey HSD test with ANOVA fit"
"922","TMPRSS2","bmi.group","CESC","Tumor","level1-level4",8.09444662708714,7.86329622427483,0.95576358083,0.999990293039278,0.231150402812304,"Tukey HSD test with ANOVA fit"
"923","TMPRSS2","bmi.group","CESC","Tumor","level2-level3",8.5094103322655,7.45411648399429,0.110400373357717,0.999990293039278,1.05529384827121,"Tukey HSD test with ANOVA fit"
"924","TMPRSS2","bmi.group","CESC","Tumor","level1-level3",8.09444662708714,7.45411648399429,0.471622045615383,0.999990293039278,0.640330143092843,"Tukey HSD test with ANOVA fit"
"925","TMPRSS2","bmi.group","CESC","Tumor","level1-level2",8.09444662708714,8.5094103322655,0.688902212386876,0.999990293039278,-0.414963705178364,"Tukey HSD test with ANOVA fit"
"926","TMPRSS2","bmi.group","CHOL","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"927","TMPRSS2","bmi.group","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"928","TMPRSS2","bmi.group","COAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"929","TMPRSS2","bmi.group","COAD","Tumor","level3-level4",11.8187321983681,11.6753791418908,0.851487887673203,0.999990293039278,0.143353056477274,"Tukey HSD test with ANOVA fit"
"930","TMPRSS2","bmi.group","COAD","Tumor","level2-level4",11.7678992975671,11.6753791418908,0.931042976605501,0.999990293039278,0.0925201556762971,"Tukey HSD test with ANOVA fit"
"931","TMPRSS2","bmi.group","COAD","Tumor","level1-level4",11.7483939595034,11.6753791418908,0.964739571558011,0.999990293039278,0.0730148176126058,"Tukey HSD test with ANOVA fit"
"932","TMPRSS2","bmi.group","COAD","Tumor","level2-level3",11.7678992975671,11.8187321983681,0.986733682967585,0.999990293039278,-0.0508329008009767,"Tukey HSD test with ANOVA fit"
"933","TMPRSS2","bmi.group","COAD","Tumor","level1-level3",11.7483939595034,11.8187321983681,0.966589901552294,0.999990293039278,-0.0703382388646681,"Tukey HSD test with ANOVA fit"
"934","TMPRSS2","bmi.group","COAD","Tumor","level1-level2",11.7483939595034,11.7678992975671,0.998529233974039,0.999990293039278,-0.0195053380636914,"Tukey HSD test with ANOVA fit"
"935","TMPRSS2","bmi.group","DLBC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"936","TMPRSS2","bmi.group","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"937","TMPRSS2","bmi.group","ESCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"938","TMPRSS2","bmi.group","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"939","TMPRSS2","bmi.group","GBM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"940","TMPRSS2","bmi.group","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"941","TMPRSS2","bmi.group","HNSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"942","TMPRSS2","bmi.group","HNSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"943","TMPRSS2","bmi.group","KICH","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"944","TMPRSS2","bmi.group","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"945","TMPRSS2","bmi.group","KIRC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"946","TMPRSS2","bmi.group","KIRC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"947","TMPRSS2","bmi.group","KIRP","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"948","TMPRSS2","bmi.group","KIRP","Tumor","level3-level4",5.9149544040838,6.28447260739248,0.859982036577166,0.999990293039278,-0.369518203308684,"Tukey HSD test with ANOVA fit"
"949","TMPRSS2","bmi.group","KIRP","Tumor","level2-level4",5.86408589207323,6.28447260739248,0.732869962161033,0.999990293039278,-0.420386715319257,"Tukey HSD test with ANOVA fit"
"950","TMPRSS2","bmi.group","KIRP","Tumor","level1-level4",5.94980638463306,6.28447260739248,0.878727146507495,0.999990293039278,-0.334666222759424,"Tukey HSD test with ANOVA fit"
"951","TMPRSS2","bmi.group","KIRP","Tumor","level2-level3",5.86408589207323,5.9149544040838,0.999185833425139,0.999990293039278,-0.050868512010573,"Tukey HSD test with ANOVA fit"
"952","TMPRSS2","bmi.group","KIRP","Tumor","level1-level3",5.94980638463306,5.9149544040838,0.999807838634297,0.999990293039278,0.0348519805492602,"Tukey HSD test with ANOVA fit"
"953","TMPRSS2","bmi.group","KIRP","Tumor","level1-level2",5.94980638463306,5.86408589207323,0.995334097936539,0.999990293039278,0.0857204925598332,"Tukey HSD test with ANOVA fit"
"954","TMPRSS2","bmi.group","LAML","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"955","TMPRSS2","bmi.group","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"956","TMPRSS2","bmi.group","LGG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"957","TMPRSS2","bmi.group","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"958","TMPRSS2","bmi.group","LIHC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"959","TMPRSS2","bmi.group","LIHC","Tumor","level3-level4",9.68443430321479,9.76758272688248,0.995953074829051,0.999990293039278,-0.0831484236676907,"Tukey HSD test with ANOVA fit"
"960","TMPRSS2","bmi.group","LIHC","Tumor","level2-level4",9.49203641634789,9.76758272688248,0.818558536312926,0.999990293039278,-0.275546310534592,"Tukey HSD test with ANOVA fit"
"961","TMPRSS2","bmi.group","LIHC","Tumor","level1-level4",9.36834829516475,9.76758272688248,0.529376833192136,0.999990293039278,-0.399234431717728,"Tukey HSD test with ANOVA fit"
"962","TMPRSS2","bmi.group","LIHC","Tumor","level2-level3",9.49203641634789,9.68443430321479,0.91535736465965,0.999990293039278,-0.192397886866901,"Tukey HSD test with ANOVA fit"
"963","TMPRSS2","bmi.group","LIHC","Tumor","level1-level3",9.36834829516475,9.68443430321479,0.656010742029365,0.999990293039278,-0.316086008050037,"Tukey HSD test with ANOVA fit"
"964","TMPRSS2","bmi.group","LIHC","Tumor","level1-level2",9.36834829516475,9.49203641634789,0.922094470418589,0.999990293039278,-0.123688121183136,"Tukey HSD test with ANOVA fit"
"965","TMPRSS2","bmi.group","LUAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"966","TMPRSS2","bmi.group","LUAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"967","TMPRSS2","bmi.group","LUSC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"968","TMPRSS2","bmi.group","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"969","TMPRSS2","bmi.group","MESO","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"970","TMPRSS2","bmi.group","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"971","TMPRSS2","bmi.group","OV","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"972","TMPRSS2","bmi.group","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"973","TMPRSS2","bmi.group","PAAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"974","TMPRSS2","bmi.group","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"975","TMPRSS2","bmi.group","PCPG","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"976","TMPRSS2","bmi.group","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"977","TMPRSS2","bmi.group","PRAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"978","TMPRSS2","bmi.group","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"979","TMPRSS2","bmi.group","READ","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"980","TMPRSS2","bmi.group","READ","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"981","TMPRSS2","bmi.group","SARC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"982","TMPRSS2","bmi.group","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"983","TMPRSS2","bmi.group","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"984","TMPRSS2","bmi.group","SKCMmets","Tumor","level3-level4",3.98550694402765,3.77721040715311,0.974086354379328,0.999990293039278,0.208296536874536,"Tukey HSD test with ANOVA fit"
"985","TMPRSS2","bmi.group","SKCMmets","Tumor","level2-level4",4.17788064674324,3.77721040715311,0.823743128372648,0.999990293039278,0.400670239590124,"Tukey HSD test with ANOVA fit"
"986","TMPRSS2","bmi.group","SKCMmets","Tumor","level1-level4",3.62247316971208,3.77721040715311,0.98789694264592,0.999990293039278,-0.15473723744104,"Tukey HSD test with ANOVA fit"
"987","TMPRSS2","bmi.group","SKCMmets","Tumor","level2-level3",4.17788064674324,3.98550694402765,0.956033329813487,0.999990293039278,0.192373702715588,"Tukey HSD test with ANOVA fit"
"988","TMPRSS2","bmi.group","SKCMmets","Tumor","level1-level3",3.62247316971208,3.98550694402765,0.784168171612809,0.999990293039278,-0.363033774315575,"Tukey HSD test with ANOVA fit"
"989","TMPRSS2","bmi.group","SKCMmets","Tumor","level1-level2",3.62247316971208,4.17788064674324,0.398649235822602,0.999990293039278,-0.555407477031163,"Tukey HSD test with ANOVA fit"
"990","TMPRSS2","bmi.group","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"991","TMPRSS2","bmi.group","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"992","TMPRSS2","bmi.group","STAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"993","TMPRSS2","bmi.group","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"994","TMPRSS2","bmi.group","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"995","TMPRSS2","bmi.group","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"996","TMPRSS2","bmi.group","THCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"997","TMPRSS2","bmi.group","THCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"998","TMPRSS2","bmi.group","THYM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"999","TMPRSS2","bmi.group","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1000","TMPRSS2","bmi.group","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"1001","TMPRSS2","bmi.group","UCEC","Tumor","level3-level4",8.84670895165213,8.95051800471159,0.962411160434324,0.999990293039278,-0.103809053059459,"Tukey HSD test with ANOVA fit"
"1002","TMPRSS2","bmi.group","UCEC","Tumor","level2-level4",8.83742122835865,8.95051800471159,0.952945450179497,0.999990293039278,-0.11309677635294,"Tukey HSD test with ANOVA fit"
"1003","TMPRSS2","bmi.group","UCEC","Tumor","level1-level4",8.730932467825,8.95051800471159,0.763807548209946,0.999990293039278,-0.219585536886582,"Tukey HSD test with ANOVA fit"
"1004","TMPRSS2","bmi.group","UCEC","Tumor","level2-level3",8.83742122835865,8.84670895165213,0.999979556997694,0.999990293039278,-0.00928772329348071,"Tukey HSD test with ANOVA fit"
"1005","TMPRSS2","bmi.group","UCEC","Tumor","level1-level3",8.730932467825,8.84670895165213,0.967189756552418,0.999990293039278,-0.115776483827123,"Tukey HSD test with ANOVA fit"
