"","Cancer","Sample.type","Sample.total","Sample.xcell.isNA","Sample.gene.isNA","Sample.xcell.pass","Gene1","Gene2","estimate","statistic","p.value","method","alternative","p.adj","p.value.2","p.adj.2"
"158","KICH","Normal",24,0,0,24,"Astrocytes","ACE2",-0.00695652173913043,2316,0.975668998171234,"Spearman's rank correlation rho","two.sided",0.988895087619263,0.975668998171234,0.98853369048679
"159","KIRC","Tumor",530,0,0,530,"Astrocytes","ACE2",-0.424681155668101,35350250.2218979,1.27656974053198e-24,"Spearman's rank correlation rho","two.sided",1.47641093082253e-22,1.27656974053198e-24,1.52087014577889e-22
"160","KIRC","Normal",72,0,0,72,"Astrocytes","ACE2",-0.280477216596769,79640.5609634526,0.0170146927390417,"Spearman's rank correlation rho","two.sided",0.0656339966725556,0.0170146927390417,0.0660583214584136
"161","KIRP","Tumor",288,0,0,288,"Astrocytes","ACE2",-0.286878259272856,5123402.08602569,7.35360393068962e-07,"Spearman's rank correlation rho","two.sided",1.16940686507792e-05,7.35360393068962e-07,1.16659262357363e-05
"162","KIRP","Normal",32,0,0,32,"Astrocytes","ACE2",-0.480249291724643,8076.24013564965,0.00540486000492346,"Spearman's rank correlation rho","two.sided",0.0265485053987012,0.00540486000492346,0.0266341681994444
"163","LAML","Tumor",145,0,0,145,"Astrocytes","ACE2",0.0325598609668685,491536.985839953,0.697437163657128,"Spearman's rank correlation rho","two.sided",0.839590802048257,0.697437163657128,0.840966105652056
"164","LAML","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"165","LGG","Tumor",510,0,0,510,"Astrocytes","ACE2",0.0568288673513479,20852018.8166164,0.200101288543176,"Spearman's rank correlation rho","two.sided",0.401769783195767,0.200101288543176,0.40363865263564
"166","LGG","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"167","LIHC","Tumor",371,0,0,371,"Astrocytes","ACE2",-0.105938746447383,9412357.1269396,0.0414120431929269,"Spearman's rank correlation rho","two.sided",0.131186258341737,0.0414120431929269,0.132570903287789
"168","LIHC","Normal",50,0,0,50,"Astrocytes","ACE2",0.0834460965966958,19087.2350383738,0.564523794587888,"Spearman's rank correlation rho","two.sided",0.750927615510991,0.564523794587888,0.752698392783851
"169","LUAD","Tumor",512,0,0,512,"Astrocytes","ACE2",-0.137242752835428,25439592.7002912,0.00185447518130872,"Spearman's rank correlation rho","two.sided",0.0109023259041634,0.00185447518130872,0.0109184023271626
"170","LUAD","Normal",59,0,0,59,"Astrocytes","ACE2",-0.184405868571462,40530.3688225154,0.162063441848469,"Spearman's rank correlation rho","two.sided",0.350261991504282,0.162063441848469,0.351775149738292
"171","LUSC","Tumor",501,0,0,501,"Astrocytes","ACE2",-0.163986462384982,24395410.2718956,0.000227511763807385,"Spearman's rank correlation rho","two.sided",0.00185301194568345,0.000227511763807385,0.00184069437668931
"172","LUSC","Normal",49,0,0,49,"Astrocytes","ACE2",-0.210816326530612,23732,0.145641616397659,"Spearman's rank correlation rho","two.sided",0.325862230708937,0.145641616397659,0.327383818435876
"173","MESO","Tumor",86,0,0,86,"Astrocytes","ACE2",-0.301279852806066,137929.157998179,0.00481910160776616,"Spearman's rank correlation rho","two.sided",0.0241753196585178,0.00481910160776616,0.0242793212013161
"174","MESO","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"175","OV","Tumor",264,0,0,264,"Astrocytes","ACE2",-0.229250537936489,3769595.11462528,0.000171710111081507,"Spearman's rank correlation rho","two.sided",0.00145827505552666,0.000171710111081507,0.00144904254851561
"176","OV","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"177","PAAD","Tumor",177,0,0,177,"Astrocytes","ACE2",-0.116167136054805,1031534.87913059,0.123616231924117,"Spearman's rank correlation rho","two.sided",0.29037032912456,0.123616231924117,0.292026526116227
"178","PAAD","Normal",4,0,0,4,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"179","PCPG","Tumor",178,0,0,178,"Astrocytes","ACE2",-0.0559560585280948,992523.722136253,0.458166821209954,"Spearman's rank correlation rho","two.sided",0.670439187880496,0.458166821209954,0.672258296467443
"180","PCPG","Normal",3,0,0,3,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"181","PRAD","Tumor",495,0,0,495,"Astrocytes","ACE2",0.290745116789223,14337218.6515666,4.24333964883774e-11,"Spearman's rank correlation rho","two.sided",1.42062544769773e-09,4.24333964883774e-11,1.41662262122737e-09
"182","PRAD","Normal",52,0,0,52,"Astrocytes","ACE2",0.025527736873758,22827.9872359953,0.857437202159665,"Spearman's rank correlation rho","two.sided",0.928265236366109,0.857437202159665,0.927710138601906
"183","READ","Tumor",159,0,0,159,"Astrocytes","ACE2",-0.128619976061943,756085.094363417,0.106146643731364,"Spearman's rank correlation rho","two.sided",0.260292521501622,0.106146643731364,0.26174797374666
"184","READ","Normal",10,0,0,10,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"185","SARC","Tumor",259,0,0,259,"Astrocytes","ACE2",0.0352502946516719,2793548.54180073,0.5722565277333,"Spearman's rank correlation rho","two.sided",0.756939857124459,0.5722565277333,0.758845626911291
"186","SARC","Normal",2,0,0,2,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"187","SKCMmets","Tumor",367,0,0,367,"Astrocytes","ACE2",0.0394901769288703,7913079.49454636,0.450707254205993,"Spearman's rank correlation rho","two.sided",0.664106750985481,0.450707254205993,0.666138962917931
"188","SKCMmets","Normal",1,0,0,1,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"189","SKCMprimary","Tumor",103,0,0,103,"Astrocytes","ACE2",0.245560070227329,137386.528971323,0.0124139385665286,"Spearman's rank correlation rho","two.sided",0.0513760983875656,0.0124139385665286,0.0517332583883592
"190","SKCMprimary","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"191","STAD","Tumor",374,0,0,374,"Astrocytes","ACE2",-0.0894925189039532,9499149.08575871,0.0839202801219013,"Spearman's rank correlation rho","two.sided",0.221961289752771,0.0839202801219013,0.223444181428866
"192","STAD","Normal",30,0,0,30,"Astrocytes","ACE2",-0.451835372636263,6526,0.0129280672779841,"Spearman's rank correlation rho","two.sided",0.0531236666377629,0.0129280672779841,0.0535452875126322
"193","TGCT","Tumor",134,0,0,134,"Astrocytes","ACE2",0.555849273092415,178102.220736307,3.13156835920577e-12,"Spearman's rank correlation rho","two.sided",1.21462843493341e-10,3.13156835920577e-12,1.21193690130791e-10
"194","TGCT","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"195","THCA","Tumor",502,0,0,502,"Astrocytes","ACE2",-0.195720509088771,25210871.3394754,1.0005891653138e-05,"Spearman's rank correlation rho","two.sided",0.000123587333603127,1.0005891653138e-05,0.000123820361882823
"196","THCA","Normal",58,0,0,58,"Astrocytes","ACE2",-0.138420936547588,37008.9262262255,0.300093532238125,"Spearman's rank correlation rho","two.sided",0.520273279230488,0.300093532238125,0.521683088680653
"197","THYM","Tumor",119,0,0,119,"Astrocytes","ACE2",-0.453850926960268,408299.494327522,2.17285235594042e-07,"Spearman's rank correlation rho","two.sided",3.88244770678007e-06,2.17285235594042e-07,3.88301497491001e-06
"198","THYM","Normal",2,0,0,2,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"199","UCEC","Tumor",530,0,0,530,"Astrocytes","ACE2",-0.160084804637732,28784888.4358509,0.000215073333706455,"Spearman's rank correlation rho","two.sided",0.00177212626386886,0.000215073333706455,0.00176116654393587
"200","UCEC","Normal",22,0,0,22,"Astrocytes","ACE2",-0.79785431959345,3184,1.11400972027508e-05,"Spearman's rank correlation rho","two.sided",0.000136799533410613,1.11400972027508e-05,0.000137018685433024
"201","UCS","Tumor",56,0,0,56,"Astrocytes","ACE2",0.065072882321229,27355.9674632808,0.633730089929956,"Spearman's rank correlation rho","two.sided",0.79938209478122,0.633730089929956,0.801553944022202
"202","UCS","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"203","UVM","Tumor",80,0,0,80,"Astrocytes","ACE2",0.0806005311328956,78443.1626837413,0.477254967093567,"Spearman's rank correlation rho","two.sided",0.684151550015315,0.477254967093567,0.685856475889431
"204","UVM","Normal",0,0,0,0,"Astrocytes","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"205","ACC","Tumor",79,0,0,79,"B.cells","ACE2",0.178726008368558,67475.8711524393,0.115037539003305,"Spearman's rank correlation rho","two.sided",0.275198866340738,0.115037539003305,0.276709456446588
"206","ACC","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"207","BLCA","Tumor",408,0,0,408,"B.cells","ACE2",0.0829186242541208,10380887.9594535,0.0944027371858128,"Spearman's rank correlation rho","two.sided",0.240294442272491,0.0944027371858128,0.241715563059839
"208","BLCA","Normal",19,0,0,19,"B.cells","ACE2",-0.0761091749810148,1226.76445947836,0.756804894826969,"Spearman's rank correlation rho","two.sided",0.876635924479351,0.756804894826969,0.876777153140087
"209","BRCA","Tumor",1084,0,0,1084,"B.cells","ACE2",0.142888104567728,181959087.037215,2.32050096520361e-06,"Spearman's rank correlation rho","two.sided",3.28015703103559e-05,2.32050096520361e-06,3.28656500339793e-05
"210","BRCA","Normal",113,0,0,113,"B.cells","ACE2",-0.0315870086411393,248059.538445883,0.739795595884075,"Spearman's rank correlation rho","two.sided",0.865859255203871,0.739795595884075,0.866441517118663
"211","CESC","Tumor",304,0,0,304,"B.cells","ACE2",0.24034714505567,3556968.14187713,2.27960725853232e-05,"Spearman's rank correlation rho","two.sided",0.000251746211311182,2.27960725853232e-05,0.000250921987370333
"212","CESC","Normal",3,0,0,3,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"213","CHOL","Tumor",36,0,0,36,"B.cells","ACE2",0.0178574065849673,7631.2479508348,0.917668346238036,"Spearman's rank correlation rho","two.sided",0.959951729708657,0.917668346238036,0.959546207061647
"214","CHOL","Normal",9,0,0,9,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"215","COAD","Tumor",447,0,0,447,"B.cells","ACE2",-0.128997615783477,16805915.2932776,0.00631235523714663,"Spearman's rank correlation rho","two.sided",0.0298312716667828,0.00631235523714663,0.0299873889139194
"216","COAD","Normal",41,0,0,41,"B.cells","ACE2",0.229965156794425,8840,0.147730332537126,"Spearman's rank correlation rho","two.sided",0.329031038259333,0.147730332537126,0.330611234068352
"217","DLBC","Tumor",48,0,0,48,"B.cells","ACE2",-0.0316408981664423,19006.9519078185,0.830945166235441,"Spearman's rank correlation rho","two.sided",0.915485155993103,0.830945166235441,0.915309761340436
"218","DLBC","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"219","ESCA","Tumor",161,0,0,161,"B.cells","ACE2",0.204032646171584,553611.21393474,0.00942941180793859,"Spearman's rank correlation rho","two.sided",0.0409982833289798,0.00942941180793859,0.0413072142357858
"220","ESCA","Normal",9,0,0,9,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"221","GBM","Tumor",152,0,0,152,"B.cells","ACE2",-0.0507985583324744,615007.177026597,0.534258743340145,"Spearman's rank correlation rho","two.sided",0.726779269971484,0.534258743340145,0.728818168957054
"222","GBM","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"223","HNSC","Tumor",500,0,0,500,"B.cells","ACE2",0.183485021735726,17010660.6709242,3.66448687821021e-05,"Spearman's rank correlation rho","two.sided",0.00038025776561656,3.66448687821021e-05,0.000378663644081722
"224","HNSC","Normal",44,0,0,44,"B.cells","ACE2",0.38139923527088,8777.94485150621,0.0106354795086102,"Spearman's rank correlation rho","two.sided",0.0452826540523891,0.0106354795086102,0.0456042155923185
"225","KICH","Tumor",65,0,0,65,"B.cells","ACE2",0.141392950020761,39289.85860705,0.26123238277014,"Spearman's rank correlation rho","two.sided",0.476105060394134,0.26123238277014,0.477621645837983
"226","KICH","Normal",24,0,0,24,"B.cells","ACE2",-0.106973260027072,2546.03849806227,0.618825795693188,"Spearman's rank correlation rho","two.sided",0.789322415561333,0.618825795693188,0.791409289545739
"227","KIRC","Tumor",530,0,0,530,"B.cells","ACE2",-0.0897910153988842,27040706.5683836,0.0387870092564482,"Spearman's rank correlation rho","two.sided",0.125045413683821,0.0387870092564482,0.126149528228688
"228","KIRC","Normal",72,0,0,72,"B.cells","ACE2",-0.144043737564342,71154.9443015518,0.227367569737445,"Spearman's rank correlation rho","two.sided",0.437472810375041,0.227367569737445,0.439124397242439
"229","KIRP","Tumor",288,0,0,288,"B.cells","ACE2",0.180393858980977,3263068.42341796,0.00211689015439959,"Spearman's rank correlation rho","two.sided",0.0122636960584115,0.00211689015439959,0.0122848372283972
"230","KIRP","Normal",32,0,0,32,"B.cells","ACE2",-0.405933123164082,7670.77111998323,0.0211553951304541,"Spearman's rank correlation rho","two.sided",0.0779049713251135,0.0211553951304541,0.0785032040266898
"231","LAML","Tumor",145,0,0,145,"B.cells","ACE2",-0.145370219238777,581939.700990838,0.0810513039963906,"Spearman's rank correlation rho","two.sided",0.216843986174829,0.0810513039963906,0.21832954352514
"232","LAML","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"233","LGG","Tumor",510,0,0,510,"B.cells","ACE2",-0.0562850487415538,23352788.2158735,0.204447289364913,"Spearman's rank correlation rho","two.sided",0.406784237613454,0.204447289364913,0.408625569138557
"234","LGG","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"235","LIHC","Tumor",371,0,0,371,"B.cells","ACE2",-0.195459959894941,10174248.8990763,0.000151421241440003,"Spearman's rank correlation rho","two.sided",0.00129985224939252,0.000151421241440003,0.00129218463903014
"236","LIHC","Normal",50,0,0,50,"B.cells","ACE2",-0.037935418358193,21615.0050873094,0.793665795513944,"Spearman's rank correlation rho","two.sided",0.898950877005733,0.793665795513944,0.899182057345277
"237","LUAD","Tumor",512,0,0,512,"B.cells","ACE2",-0.0712535408430617,23963444.6470163,0.107312677463742,"Spearman's rank correlation rho","two.sided",0.262443652959195,0.107312677463742,0.263873665831525
"238","LUAD","Normal",59,0,0,59,"B.cells","ACE2",0.400176733573653,20525.9521771096,0.00168715328782373,"Spearman's rank correlation rho","two.sided",0.0100205248028448,0.00168715328782373,0.0100304729714452
"239","LUSC","Tumor",501,0,0,501,"B.cells","ACE2",-0.0326993746457726,21643829.8435134,0.4652201870785,"Spearman's rank correlation rho","two.sided",0.674709779250219,0.4652201870785,0.676670398290167
"240","LUSC","Normal",49,0,0,49,"B.cells","ACE2",0.0725304886224506,18178.402423,0.620416740674816,"Spearman's rank correlation rho","two.sided",0.790631256987116,0.620416740674816,0.792666400561715
"241","MESO","Tumor",86,0,0,86,"B.cells","ACE2",0.0323080593585762,102570.507248288,0.767760536324574,"Spearman's rank correlation rho","two.sided",0.883292597496946,0.767760536324574,0.883506253543202
"242","MESO","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"243","OV","Tumor",264,0,0,264,"B.cells","ACE2",0.0385050450846362,2948501.19884436,0.533353371943523,"Spearman's rank correlation rho","two.sided",0.726013438675958,0.533353371943523,0.727746482804592
"244","OV","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"245","PAAD","Tumor",177,0,0,177,"B.cells","ACE2",-0.0225842862741016,945047.855351654,0.765418036495634,"Spearman's rank correlation rho","two.sided",0.881267781799977,0.765418036495634,0.881511044911278
"246","PAAD","Normal",4,0,0,4,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"247","PCPG","Tumor",178,0,0,178,"B.cells","ACE2",-0.101245851907864,1035092.91233791,0.178712583786287,"Spearman's rank correlation rho","two.sided",0.373722540866414,0.178712583786287,0.375493638379981
"248","PCPG","Normal",3,0,0,3,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"249","PRAD","Tumor",495,0,0,495,"B.cells","ACE2",-0.005087081480361,20317312.7068431,0.910113795163464,"Spearman's rank correlation rho","two.sided",0.957689636234043,0.910113795163464,0.957384248513366
"250","PRAD","Normal",52,0,0,52,"B.cells","ACE2",0.029952411807042,22724.3348010082,0.833053764684821,"Spearman's rank correlation rho","two.sided",0.91605236044738,0.833053764684821,0.91585467462577
"251","READ","Tumor",159,0,0,159,"B.cells","ACE2",-0.197762468022174,802405.032577415,0.0124634562690724,"Spearman's rank correlation rho","two.sided",0.0515474937110336,0.0124634562690724,0.0519040166489952
"252","READ","Normal",10,0,0,10,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"253","SARC","Tumor",259,0,0,259,"B.cells","ACE2",-0.0614248637408113,3073483.06394517,0.324777257295616,"Spearman's rank correlation rho","two.sided",0.546103128114568,0.324777257295616,0.547239771305647
"254","SARC","Normal",2,0,0,2,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"255","SKCMmets","Tumor",367,0,0,367,"B.cells","ACE2",-0.061122869774934,8741971.62831973,0.242789167140902,"Spearman's rank correlation rho","two.sided",0.455292871880352,0.242789167140902,0.456699064747564
"256","SKCMmets","Normal",1,0,0,1,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"257","SKCMprimary","Tumor",103,0,0,103,"B.cells","ACE2",-0.284434876434085,233900.728738153,0.00359276201441912,"Spearman's rank correlation rho","two.sided",0.0190446326447667,0.00359276201441912,0.0191152556914278
"258","SKCMprimary","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"259","STAD","Tumor",374,0,0,374,"B.cells","ACE2",0.131842229307346,7569359.08294791,0.0107007234288487,"Spearman's rank correlation rho","two.sided",0.045529967712981,0.0107007234288487,0.0458516188671965
"260","STAD","Normal",30,0,0,30,"B.cells","ACE2",0.401429944132523,2690.57240112431,0.0278982407480703,"Spearman's rank correlation rho","two.sided",0.0960805140219139,0.0278982407480703,0.0970290273527618
"261","TGCT","Tumor",134,0,0,134,"B.cells","ACE2",-0.382634629802173,554429.573377522,5.05035431256331e-06,"Spearman's rank correlation rho","two.sided",6.6101448111554e-05,5.05035431256331e-06,6.62763559462953e-05
"262","TGCT","Normal",0,0,0,0,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"263","THCA","Tumor",502,0,0,502,"B.cells","ACE2",0.178936714379556,17311504.4009061,5.53675558788557e-05,"Spearman's rank correlation rho","two.sided",0.000545190437995977,5.53675558788557e-05,0.000542602047612786
"264","THCA","Normal",58,0,0,58,"B.cells","ACE2",0.205232546518782,25837.0951452209,0.122229623263069,"Spearman's rank correlation rho","two.sided",0.287857324537719,0.122229623263069,0.289538865866045
"265","THYM","Tumor",119,0,0,119,"B.cells","ACE2",0.162783079333428,235124,0.076957957138439,"Spearman's rank correlation rho","two.sided",0.208856480324745,0.076957957138439,0.210168641289754
"266","THYM","Normal",2,0,0,2,"B.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"267","UCEC","Tumor",530,0,0,530,"B.cells","ACE2",0.0783300624125562,22869161.1355232,0.0715760950917307,"Spearman's rank correlation rho","two.sided",0.197341635122401,0.0715760950917307,0.198742573895547
"268","UCEC","Normal",22,0,0,22,"B.cells","ACE2",0.423150923235845,1021.59971494932,0.0497384071195679,"Spearman's rank correlation rho","two.sided",0.150803626161855,0.0497384071195679,0.152247134336773
"269","UCS","Tumor",56,0,0,56,"B.cells","ACE2",-0.0032304384806983,29354.5226299452,0.981148381994605,"Spearman's rank correlation rho","two.sided",0.99234139474586,0.981148381994605,0.992041067592714
