,ACE2,TMPRSS2,PID,Tinfl_gene160.mean,Tinfl_gene160.median,Tinfl_gene160.centered.scaled.mean,Tinfl_gene160.centered.noscale.mean,Tinfl_gene160.nocenter.scaled.mean,Cancer,patient,Aliquot,shortLetterCode,definition,RNAseq.legacy.flag,Sampletype.flag,Plate,Aliquot.flag,Exclude.mets.flag,Clinical.flag,Tissue.Type,Use.in.analysis,Sample.type,Sample
TCGA.06.5411.01A,2.131326075,1.790938814,TCGA.06.5411,2.710499,2.68527,-0.1297001,-0.204404,0.7170587,GBM,TCGA-06-5411,TCGA-06-5411-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5411-01A
TCGA.06.5412.01A,2.498174262,2.498174262,TCGA.06.5412,4.054562,3.943318,0.8090483,1.139658,1.156861,GBM,TCGA-06-5412,TCGA-06-5412-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5412-01A
TCGA.06.5413.01A,1.584962501,2.541564399,TCGA.06.5413,3.484295,3.40814,0.3793694,0.5693913,0.9934864,GBM,TCGA-06-5413,TCGA-06-5413-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5413-01A
TCGA.06.5414.01A,2.420590193,1.920140828,TCGA.06.5414,3.212507,3.169665,0.2184993,0.2976038,0.8595092,GBM,TCGA-06-5414,TCGA-06-5414-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5414-01A
TCGA.06.5416.01A,2.166458372,6.764646048,TCGA.06.5416,1.405247,1.129761,-1.114488,-1.509656,0.2880622,GBM,TCGA-06-5416,TCGA-06-5416-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5416-01A
TCGA.06.5417.01A,3.125188201,1.584962501,TCGA.06.5417,1.285102,1.202638,-1.126117,-1.629802,0.1870813,GBM,TCGA-06-5417,TCGA-06-5417-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5417-01A
TCGA.06.5418.01A,1.997328542,2.900451445,TCGA.06.5418,2.653541,2.670467,-0.1381278,-0.2613624,0.6760035,GBM,TCGA-06-5418,TCGA-06-5418-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5418-01A
TCGA.06.5856.01A,2.300240893,4.950365761,TCGA.06.5856,2.640752,2.544035,-0.1767998,-0.2741517,0.6591015,GBM,TCGA-06-5856,TCGA-06-5856-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5856-01A
TCGA.06.5858.01A,2.732551415,2.400237337,TCGA.06.5858,2.512017,2.57087,-0.2527793,-0.4028865,0.5929867,GBM,TCGA-06-5858,TCGA-06-5858-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5858-01A
TCGA.06.5859.01A,2.504391577,3.136503127,TCGA.06.5859,3.298996,3.059167,0.258994,0.3840927,0.9097893,GBM,TCGA-06-5859,TCGA-06-5859-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-06-5859-01A
TCGA.08.0386.01A,3.300592341,3.706132665,TCGA.08.0386,1.39845,1.249313,-1.039306,-1.516453,0.2423721,GBM,TCGA-08-0386,TCGA-08-0386-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-08-0386-01A
TCGA.09.0364.01A,2.952763127,6.154327236,TCGA.09.0364,-0.03372667,-0.1481733,-2.033224,-2.94863,-0.2143934,OV,TCGA-09-0364,TCGA-09-0364-01A-02R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-09-0364-01A
TCGA.09.0366.01A,6.869223773,6.73813645,TCGA.09.0366,4.636125,4.707566,1.285036,1.721222,1.337806,OV,TCGA-09-0366,TCGA-09-0366-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-09-0366-01A
TCGA.09.0367.01A,4.770299265,8.24389177,TCGA.09.0367,3.424509,3.163872,0.3441849,0.509606,0.9208875,OV,TCGA-09-0367,TCGA-09-0367-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-09-0367-01A
TCGA.09.0369.01A,1.868694095,8.560726395,TCGA.09.0369,2.033149,1.956027,-0.5711061,-0.8817545,0.4576489,OV,TCGA-09-0369,TCGA-09-0369-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-09-0369-01A
TCGA.09.1659.01B,2.931289106,4.640126976,TCGA.09.1659,3.418707,3.233033,0.3526638,0.5038038,0.9310578,OV,TCGA-09-1659,TCGA-09-1659-01B-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-09-1659-01B
TCGA.09.1662.01A,2.546962108,1.86650427,TCGA.09.1662,3.74115,3.612924,0.5782785,0.826247,1.066769,OV,TCGA-09-1662,TCGA-09-1662-01A-01R-1566-13,TP,Primary solid Tumor,1,1,1566,1,0,1,Female,1,Tumor,TCGA-09-1662-01A
TCGA.09.1666.01A,7.312609501,3.056545411,TCGA.09.1666,3.514468,3.481826,0.397825,0.5995643,0.9722363,OV,TCGA-09-1666,TCGA-09-1666-01A-01R-1566-13,TP,Primary solid Tumor,1,1,1566,1,0,1,Female,1,Tumor,TCGA-09-1666-01A
TCGA.09.1667.01C,4.105173373,2.746751074,TCGA.09.1667,4.09176,3.978096,0.7842358,1.176857,1.203489,OV,TCGA-09-1667,TCGA-09-1667-01C-01R-1566-13,TP,Primary solid Tumor,1,1,1566,1,0,1,Female,1,Tumor,TCGA-09-1667-01C
TCGA.09.1668.01B,5.360559525,2.828353533,TCGA.09.1668,3.907398,3.861388,0.6588498,0.9924948,1.127595,OV,TCGA-09-1668,TCGA-09-1668-01B-01R-1566-13,TP,Primary solid Tumor,1,1,1566,1,0,1,Female,1,Tumor,TCGA-09-1668-01B
TCGA.09.1669.01A,3.323472094,3.544638847,TCGA.09.1669,3.457536,3.27318,0.3360366,0.5426331,0.9900426,OV,TCGA-09-1669,TCGA-09-1669-01A-01R-1566-13,TP,Primary solid Tumor,1,1,1566,1,0,1,Female,1,Tumor,TCGA-09-1669-01A
TCGA.09.1670.01A,4.821578599,4.035097271,TCGA.09.1670,3.405096,3.51037,0.3849037,0.4901928,0.9256514,OV,TCGA-09-1670,TCGA-09-1670-01A-01R-1566-13,TP,Primary solid Tumor,1,1,1566,1,0,1,Female,1,Tumor,TCGA-09-1670-01A
TCGA.09.1673.01A,3.004163932,1.822048725,TCGA.09.1673,2.530681,2.588309,-0.2365897,-0.3842222,0.6165633,OV,TCGA-09-1673,TCGA-09-1673-01A-01R-1566-13,TP,Primary solid Tumor,1,1,1566,1,0,1,Female,1,Tumor,TCGA-09-1673-01A
TCGA.09.2044.01B,2.19529147,2.640335749,TCGA.09.2044,3.395187,3.267116,0.3412193,0.4802835,0.940378,OV,TCGA-09-2044,TCGA-09-2044-01B-01R-1568-13,TP,Primary solid Tumor,1,1,1568,1,0,1,Female,1,Tumor,TCGA-09-2044-01B
TCGA.09.2045.01A,6.272908652,7.555130418,TCGA.09.2045,2.32613,2.293024,-0.4018223,-0.5887735,0.5612092,OV,TCGA-09-2045,TCGA-09-2045-01A-01R-1568-13,TP,Primary solid Tumor,1,1,1568,1,0,1,Female,1,Tumor,TCGA-09-2045-01A
TCGA.09.2048.01A,3.552638727,7.007538899,TCGA.09.2048,1.031197,1.012872,-1.328299,-1.883707,0.1335206,OV,TCGA-09-2048,TCGA-09-2048-01A-01R-1568-13,TP,Primary solid Tumor,1,1,1568,1,0,1,Female,1,Tumor,TCGA-09-2048-01A
TCGA.09.2051.01A,6.63051936,6.317489672,TCGA.09.2051,3.005417,2.891951,0.05331641,0.09051402,0.7933481,OV,TCGA-09-2051,TCGA-09-2051-01A-01R-1568-13,TP,Primary solid Tumor,1,1,1568,1,0,1,Female,1,Tumor,TCGA-09-2051-01A
TCGA.09.2054.01A,3.947835394,5.585952141,TCGA.09.2054,1.958526,1.833599,-0.6699582,-0.9563768,0.4570357,OV,TCGA-09-2054,TCGA-09-2054-01A-01R-1568-13,TP,Primary solid Tumor,1,1,1568,1,0,1,Female,1,Tumor,TCGA-09-2054-01A
TCGA.09.2056.01B,3.852438373,4.089887924,TCGA.09.2056,2.978312,2.861987,0.02973499,0.06340846,0.7856855,OV,TCGA-09-2056,TCGA-09-2056-01B-01R-1568-13,TP,Primary solid Tumor,1,1,1568,1,0,1,Female,1,Tumor,TCGA-09-2056-01B
TCGA.10.0928.01A,4.90352342,5.295453135,TCGA.10.0928,1.604842,1.256124,-0.8976121,-1.310061,0.2916582,OV,TCGA-10-0928,TCGA-10-0928-01A-02R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-10-0928-01A
TCGA.10.0936.01A,3.050628217,7.773236179,TCGA.10.0936,3.243515,2.920905,0.2215967,0.3286118,0.8718337,OV,TCGA-10-0936,TCGA-10-0936-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-10-0936-01A
TCGA.12.0616.01A,3.291087797,2.231770309,TCGA.12.0616,3.050491,3.033396,0.05626707,0.1355879,0.8279243,GBM,TCGA-12-0616,TCGA-12-0616-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-0616-01A
TCGA.12.0618.01A,3.923719679,2.61875549,TCGA.12.0618,1.445338,1.34567,-1.020389,-1.469565,0.249576,GBM,TCGA-12-0618,TCGA-12-0618-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-0618-01A
TCGA.12.0619.01A,3.002882509,3.002882509,TCGA.12.0619,3.303685,3.144373,0.2800757,0.388782,0.8949558,GBM,TCGA-12-0619,TCGA-12-0619-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-0619-01A
TCGA.12.0821.01A,3.266531705,4.103732615,TCGA.12.0821,1.644585,1.565687,-0.8983019,-1.270318,0.3282036,GBM,TCGA-12-0821,TCGA-12-0821-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-0821-01A
TCGA.12.1597.01B,2.121778004,1.584962501,TCGA.12.1597,2.188843,1.986929,-0.4677369,-0.7260603,0.4889416,GBM,TCGA-12-1597,TCGA-12-1597-01B-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-1597-01B
TCGA.12.3650.01A,2.477288758,2.236431389,TCGA.12.3650,2.447122,2.390688,-0.3318261,-0.4677816,0.6045188,GBM,TCGA-12-3650,TCGA-12-3650-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-3650-01A
TCGA.12.3652.01A,2.301002256,4.152305126,TCGA.12.3652,1.616433,1.414384,-0.9587253,-1.298471,0.3359931,GBM,TCGA-12-3652,TCGA-12-3652-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-3652-01A
TCGA.12.3653.01A,1.584962501,2.153902593,TCGA.12.3653,2.665419,2.512326,-0.1926063,-0.2494839,0.672132,GBM,TCGA-12-3653,TCGA-12-3653-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-3653-01A
TCGA.12.5295.01A,3.423174752,1.584962501,TCGA.12.5295,3.544147,3.290343,0.4187578,0.6292441,0.979068,GBM,TCGA-12-5295,TCGA-12-5295-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-5295-01A
TCGA.12.5299.01A,1.946880548,2.682955269,TCGA.12.5299,2.491947,2.221557,-0.2852747,-0.4229558,0.5774154,GBM,TCGA-12-5299,TCGA-12-5299-01A-02R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-12-5299-01A
TCGA.13.0730.01A,3.168865444,6.731112612,TCGA.13.0730,2.535892,2.546644,-0.2631995,-0.3790117,0.6257336,OV,TCGA-13-0730,TCGA-13-0730-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-13-0730-01A
TCGA.13.0800.01A,4.032764169,7.176450398,TCGA.13.0800,0.1745756,0.1043701,-1.904901,-2.740328,-0.130542,OV,TCGA-13-0800,TCGA-13-0800-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-13-0800-01A
TCGA.13.0893.01B,4.045696895,4.72503796,TCGA.13.0893,3.507183,3.42533,0.3854289,0.5922793,0.9579146,OV,TCGA-13-0893,TCGA-13-0893-01B-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-0893-01B
TCGA.13.0897.01A,4.637899168,5.857956839,TCGA.13.0897,3.634314,3.543292,0.479682,0.7194112,0.9959242,OV,TCGA-13-0897,TCGA-13-0897-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-13-0897-01A
TCGA.13.0916.01A,6.968844622,3.181500042,TCGA.13.0916,3.553719,3.391969,0.402292,0.6388159,0.9936701,OV,TCGA-13-0916,TCGA-13-0916-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-13-0916-01A
TCGA.13.0920.01A,3.865742538,5.450869274,TCGA.13.0920,2.032891,1.917125,-0.6750507,-0.882012,0.505082,OV,TCGA-13-0920,TCGA-13-0920-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-13-0920-01A
TCGA.13.0924.01A,4.632848168,5.019962128,TCGA.13.0924,4.516608,4.466248,1.089812,1.601705,1.349273,OV,TCGA-13-0924,TCGA-13-0924-01A-01R-1564-13,TP,Primary solid Tumor,1,1,1564,1,0,1,Female,1,Tumor,TCGA-13-0924-01A
TCGA.13.1403.01A,4.7177406,3.612804707,TCGA.13.1403,1.972388,1.774546,-0.6455753,-0.9425153,0.4110043,OV,TCGA-13-1403,TCGA-13-1403-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1403-01A
TCGA.13.1405.01A,3.867369081,3.250754004,TCGA.13.1405,3.566029,3.37952,0.4406688,0.6511259,1.021912,OV,TCGA-13-1405,TCGA-13-1405-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1405-01A
TCGA.13.1410.01A,3.557837713,6.14912878,TCGA.13.1410,3.356757,3.294126,0.2948904,0.4418541,0.935182,OV,TCGA-13-1410,TCGA-13-1410-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1410-01A
TCGA.13.1411.01A,2.268860371,3.521284968,TCGA.13.1411,5.166231,5.185094,1.581319,2.251328,1.553203,OV,TCGA-13-1411,TCGA-13-1411-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1411-01A
TCGA.13.1497.01A,4.58862375,4.988152557,TCGA.13.1497,2.94432,2.719572,-0.01347494,0.02941639,0.8119457,OV,TCGA-13-1497,TCGA-13-1497-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1497-01A
TCGA.13.1498.01A,3.585858151,3.759796006,TCGA.13.1498,3.953758,3.864742,0.6961635,1.038854,1.130294,OV,TCGA-13-1498,TCGA-13-1498-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1498-01A
TCGA.13.1505.01A,2.816801218,3.683685166,TCGA.13.1505,3.057407,2.887504,0.07454768,0.142504,0.8373504,OV,TCGA-13-1505,TCGA-13-1505-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1505-01A
TCGA.13.1506.01A,3.422070179,4.286567367,TCGA.13.1506,2.42518,2.354774,-0.3626011,-0.4897229,0.5918752,OV,TCGA-13-1506,TCGA-13-1506-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1506-01A
TCGA.13.1507.01A,5.031243728,2.923665353,TCGA.13.1507,4.559635,4.414659,1.114747,1.644732,1.376267,OV,TCGA-13-1507,TCGA-13-1507-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1507-01A
TCGA.13.1511.01A,5.063915063,7.221059588,TCGA.13.1511,2.447763,2.305498,-0.2973178,-0.4671399,0.575261,OV,TCGA-13-1511,TCGA-13-1511-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1511-01A
TCGA.13.1512.01A,4.495082114,4.330538899,TCGA.13.1512,3.247686,3.038396,0.2206471,0.3327823,0.8791188,OV,TCGA-13-1512,TCGA-13-1512-01A-01R-1565-13,TP,Primary solid Tumor,1,1,1565,1,0,1,Female,1,Tumor,TCGA-13-1512-01A
TCGA.13.2060.01A,5.618895738,2.727928841,TCGA.13.2060,3.549781,3.247466,0.3966712,0.6348782,0.9917093,OV,TCGA-13-2060,TCGA-13-2060-01A-01R-1568-13,TP,Primary solid Tumor,1,1,1568,1,0,1,Female,1,Tumor,TCGA-13-2060-01A
TCGA.13.A5FT.01A,5.608705958,9.122454319,TCGA.13.A5FT,2.785948,2.591029,-0.1054923,-0.1289555,0.7167172,OV,TCGA-13-A5FT,TCGA-13-A5FT-01A-11R-A406-31,TP,Primary solid Tumor,1,1,A406,1,0,1,Female,1,Tumor,TCGA-13-A5FT-01A
TCGA.14.0781.01B,2.899581694,1.584962501,TCGA.14.0781,3.114929,3.095075,0.1723929,0.2000256,0.8172721,GBM,TCGA-14-0781,TCGA-14-0781-01B-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-0781-01B
TCGA.14.0787.01A,2.372144185,2.372144185,TCGA.14.0787,2.673456,2.705463,-0.1616688,-0.2414471,0.6741373,GBM,TCGA-14-0787,TCGA-14-0787-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-0787-01A
TCGA.14.0789.01A,1.860645032,2.763475315,TCGA.14.0789,3.569347,3.507946,0.4777185,0.654444,0.9956728,GBM,TCGA-14-0789,TCGA-14-0789-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-0789-01A
TCGA.14.0790.01B,3.484279944,3.393484846,TCGA.14.0790,1.378954,1.277362,-1.128162,-1.535949,0.2526966,GBM,TCGA-14-0790,TCGA-14-0790-01B-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-0790-01B
TCGA.14.0817.01A,2.232936991,2.397227959,TCGA.14.0817,3.80808,3.744411,0.6214613,0.8931765,1.082925,GBM,TCGA-14-0817,TCGA-14-0817-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-0817-01A
TCGA.14.0871.01A,2.631080994,1.584962501,TCGA.14.0871,1.233519,1.154147,-1.225361,-1.681384,0.2049463,GBM,TCGA-14-0871,TCGA-14-0871-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-0871-01A
TCGA.14.1034.01A,4.024940174,2.072860402,TCGA.14.1034,3.114324,2.924844,0.1590429,0.1994207,0.8243849,GBM,TCGA-14-1034,TCGA-14-1034-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-1034-01A
TCGA.14.1823.01A,2.170053235,1.584962501,TCGA.14.1823,3.415461,3.380321,0.359165,0.5005577,0.9327332,GBM,TCGA-14-1823,TCGA-14-1823-01A-01R-1849-01,TP,Primary solid Tumor,1,1,1849,1,0,1,Brain,1,Tumor,TCGA-14-1823-01A
TCGA.14.1825.01A,2.224102032,3.276347773,TCGA.14.1825,2.042691,1.966009,-0.6049383,-0.8722125,0.4568592,GBM,TCGA-14-1825,TCGA-14-1825-01A-01R-1850-01,TP,Primary solid Tumor,1,1,1850,1,0,1,Brain,1,Tumor,TCGA-14-1825-01A
TCGA.14.1829.01A,2.37534532,2.565134074,TCGA.14.1829,3.610533,3.391553,0.4787327,0.6956298,1.037767,GBM,TCGA-14-1829,TCGA-14-1829-01A-01R-1850-01,TP,Primary solid Tumor,1,1,1850,1,0,1,Brain,1,Tumor,TCGA-14-1829-01A
TCGA.14.2554.01A,2.672447972,1.987066143,TCGA.14.2554,3.365832,3.209812,0.3288446,0.4509288,0.9349732,GBM,TCGA-14-2554,TCGA-14-2554-01A-01R-1850-01,TP,Primary solid Tumor,1,1,1850,1,0,1,Brain,1,Tumor,TCGA-14-2554-01A
TCGA.15.0742.01A,2.018847785,1.818155217,TCGA.15.0742,1.857216,1.738729,-0.7282144,-1.057687,0.3843968,GBM,TCGA-15-0742,TCGA-15-0742-01A-01R-1850-01,TP,Primary solid Tumor,1,1,1850,1,0,1,Brain,1,Tumor,TCGA-15-0742-01A
TCGA.15.1444.01A,2.263815654,3.474020633,TCGA.15.1444,3.062519,3.141324,0.1540319,0.1476155,0.7898763,GBM,TCGA-15-1444,TCGA-15-1444-01A-02R-1850-01,TP,Primary solid Tumor,1,1,1850,1,0,1,Brain,1,Tumor,TCGA-15-1444-01A
TCGA.16.0846.01A,2.051754913,2.403894845,TCGA.16.0846,3.756605,3.726093,0.5719453,0.8417015,1.07949,GBM,TCGA-16-0846,TCGA-16-0846-01A-01R-1850-01,TP,Primary solid Tumor,1,1,1850,1,0,1,Brain,1,Tumor,TCGA-16-0846-01A
TCGA.16.1045.01B,3.551232988,1.857224626,TCGA.16.1045,4.295929,4.283485,0.974215,1.381026,1.258256,GBM,TCGA-16-1045,TCGA-16-1045-01B-01R-1850-01,TP,Primary solid Tumor,1,1,1850,1,0,1,Brain,1,Tumor,TCGA-16-1045-01B
TCGA.18.3406.01A,8.063756384,8.323383581,TCGA.18.3406,3.405766,3.00707,0.3213625,0.4908623,0.9381404,LUSC,TCGA-18-3406,TCGA-18-3406-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3406-01A
TCGA.18.3407.01A,6.630798594,9.854760878,TCGA.18.3407,2.281789,2.124146,-0.4430835,-0.6331146,0.552735,LUSC,TCGA-18-3407,TCGA-18-3407-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3407-01A
TCGA.18.3408.01A,6.816894052,7.634876378,TCGA.18.3408,2.541654,2.395393,-0.2711805,-0.3732494,0.6458685,LUSC,TCGA-18-3408,TCGA-18-3408-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3408-01A
TCGA.18.3409.01A,3.111198281,7.875257876,TCGA.18.3409,2.932355,2.792005,0.03544881,0.01745206,0.7328999,LUSC,TCGA-18-3409,TCGA-18-3409-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3409-01A
TCGA.18.3410.01A,3.592086224,8.651076813,TCGA.18.3410,3.464469,3.196079,0.3526508,0.5495662,0.9857574,LUSC,TCGA-18-3410,TCGA-18-3410-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3410-01A
TCGA.18.3411.01A,5.757321999,4.426633769,TCGA.18.3411,2.833137,2.684256,-0.05114884,-0.08176672,0.7144498,LUSC,TCGA-18-3411,TCGA-18-3411-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3411-01A
TCGA.18.3412.01A,7.518535139,10.80430046,TCGA.18.3412,2.131832,2.001582,-0.5461744,-0.7830716,0.4898808,LUSC,TCGA-18-3412,TCGA-18-3412-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3412-01A
TCGA.18.3414.01A,5.929925889,8.314261477,TCGA.18.3414,2.224784,2.247836,-0.4796732,-0.6901196,0.5308572,LUSC,TCGA-18-3414,TCGA-18-3414-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3414-01A
TCGA.18.3415.01A,7.080764241,8.070904484,TCGA.18.3415,2.891544,2.750377,-0.04089834,-0.02335924,0.7796836,LUSC,TCGA-18-3415,TCGA-18-3415-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3415-01A
TCGA.18.3416.01A,8.747501532,4.343045326,TCGA.18.3416,3.997088,3.858692,0.7403913,1.082185,1.173299,LUSC,TCGA-18-3416,TCGA-18-3416-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3416-01A
TCGA.18.3417.01A,3.968846471,5.581327142,TCGA.18.3417,2.618764,2.391572,-0.1924531,-0.2961392,0.6588782,LUSC,TCGA-18-3417,TCGA-18-3417-01A-01R-1443-07,TP,Primary solid Tumor,1,1,1443,1,0,1,Lung,1,Tumor,TCGA-18-3417-01A
TCGA.18.3419.01A,6.801818274,11.19780029,TCGA.18.3419,2.903486,2.841306,-0.02365189,-0.01141723,0.7723752,LUSC,TCGA-18-3419,TCGA-18-3419-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3419-01A
TCGA.18.3421.01A,7.658068635,7.87565107,TCGA.18.3421,2.823671,2.648889,-0.1000368,-0.0912326,0.7457885,LUSC,TCGA-18-3421,TCGA-18-3421-01A-01R-0980-07,TP,Primary solid Tumor,1,1,980,1,0,1,Lung,1,Tumor,TCGA-18-3421-01A
TCGA.18.4083.01A,4.942720925,5.646692623,TCGA.18.4083,2.794695,2.673262,-0.08875501,-0.120208,0.7455506,LUSC,TCGA-18-4083,TCGA-18-4083-01A-01R-1100-07,TP,Primary solid Tumor,1,1,1100,1,0,1,Lung,1,Tumor,TCGA-18-4083-01A
TCGA.18.4086.01A,7.872016092,6.537505746,TCGA.18.4086,3.342566,3.203031,0.2936355,0.427663,0.923713,LUSC,TCGA-18-4086,TCGA-18-4086-01A-01R-1100-07,TP,Primary solid Tumor,1,1,1100,1,0,1,Lung,1,Tumor,TCGA-18-4086-01A
TCGA.18.4721.01A,5.470972796,5.616257702,TCGA.18.4721,4.009035,3.844241,0.7600882,1.094132,1.172081,LUSC,TCGA-18-4721,TCGA-18-4721-01A-01R-1443-07,TP,Primary solid Tumor,1,1,1443,1,0,1,Lung,1,Tumor,TCGA-18-4721-01A
TCGA.18.5592.01A,7.804898963,3.203122832,TCGA.18.5592,1.603257,1.482252,-0.9392318,-1.311647,0.3220823,LUSC,TCGA-18-5592,TCGA-18-5592-01A-01R-1635-07,TP,Primary solid Tumor,1,1,1635,1,0,1,Lung,1,Tumor,TCGA-18-5592-01A
